ids,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,multi_trans,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change
000a2c8a-6952-4823-8449-609747ea1b61-0_19:47265000,0.5463037844062351,0.3329286280757919,-0.2133751563304433,0.8241331149566058,0.4940152523202408,1.1284522620264077,0.1225,0.8775,000a2c8a-6952-4823-8449-609747ea1b61-0,19:47265000,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.27905071284620137
000d852d-0eb3-446f-8d62-9e24add63e02-0_ENSMUSG00000055850,1.419632985858973,2.9361219815562887,1.516488995697313,7.597744941878441,0.5788051791438648,22.96547368916227,0.965,0.035,000d852d-0eb3-446f-8d62-9e24add63e02-0,ENSMUSG00000055850,0.1262135922330097,4,1,2,0,3,0,2,0.0,1,0,1,1,1,1,1,0,3,0,2,0,1,2.925571281197002
00142014-7778-4330-b26b-fba15c9673f7-0_11:109011000,7.420177083954626,0.3632768241082694,-7.056900259846356,0.0072418686111647,3.1625317899298684e-08,0.0345513295265423,0.0,1.0,00142014-7778-4330-b26b-fba15c9673f7-0,11:109011000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.109422282349604
001f81cc-57cf-47cd-bc61-f206f6fc4193-0_6:142172000,0.4049474900364861,0.3958750287500414,-0.0090724612864451,1.0050326223554436,0.6932312680466831,1.350291418506766,0.485,0.515,001f81cc-57cf-47cd-bc61-f206f6fc4193-0,6:142172000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007242330604786253
00242b53-f07a-476b-86b2-f0a6b38fc216-0_9:21766000,0.5555784219139743,0.337386261833533,-0.2181921600804416,0.8200977291630522,0.4637137348897726,1.099497952850518,0.1275,0.8725,00242b53-f07a-476b-86b2-f0a6b38fc216-0,9:21766000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2861322522571003
00364ebc-5fcf-4c7d-aed2-1639a3b6f26e-0_X:3226000,0.4114757218787591,0.4060471474033282,-0.0054285744754306,1.0082365668964457,0.7024053907679543,1.353708966351838,0.5125,0.4875,00364ebc-5fcf-4c7d-aed2-1639a3b6f26e-0,X:3226000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011834184319555505
004293fb-c0d2-449f-91b1-6694d341ad3b-0_19:52984000,0.4076632823458386,0.4091091744749401,0.0014458921291008,1.01550499588593,0.6445717435278803,1.3147913475804398,0.505,0.495,004293fb-c0d2-449f-91b1-6694d341ad3b-0,19:52984000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022197337144776633
00495685-b3fe-46a8-b6c6-b364d525aa79-0_16:96121000,0.3448427337592114,0.5556962775914578,0.2108535438322463,1.2645703107697428,0.7584259459871538,1.8373679768703204,0.8425,0.1575,00495685-b3fe-46a8-b6c6-b364d525aa79-0,16:96121000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33864725382898986
004ee980-a96e-4ccc-9b96-f28d7e2dc3da-0_14:8058000,0.3387346029707248,0.5445356368698412,0.2058010338991159,1.252056396333435,0.8330066554794929,1.7967800975518822,0.865,0.135,004ee980-a96e-4ccc-9b96-f28d7e2dc3da-0,14:8058000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3242995469974759
005d0575-f90b-49f2-a5ce-db3f19f050d7-0_3:96859000,0.40738499037457,0.3990886955480262,-0.0082962948265438,1.007742640822474,0.6630660852092652,1.327473122146005,0.4975,0.5025,005d0575-f90b-49f2-a5ce-db3f19f050d7-0,3:96859000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011127247750949275
0062a696-c62d-4252-9f0d-d6460dd7c916-0_9:114373000,0.4076885802277953,0.4115774366378406,0.0038888564100453,1.0190670403901958,0.7104339426926882,1.400362197903458,0.525,0.475,0062a696-c62d-4252-9f0d-d6460dd7c916-0,9:114373000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02724896382662182
0064d71f-1cdc-4c3d-92d6-dab88790feba-0_10:47505000,0.5508730704864321,0.3364897053108484,-0.2143833651755835,0.8257784264162159,0.4905957330859946,1.161896110808445,0.13,0.87,0064d71f-1cdc-4c3d-92d6-dab88790feba-0,10:47505000,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.27617336650271873
0077b2eb-54b4-4717-bdf0-b3b1ebcb6b87-0_11:102289000,6.948233252401235,0.357922753294242,-6.590310499106989,0.0102556974227719,4.684799842081698e-09,0.0525293950762045,0.0,1.0,0077b2eb-54b4-4717-bdf0-b3b1ebcb6b87-0,11:102289000,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.607430586385806
007f4633-e0d8-43c4-b6c1-d02d98088095-0_1:190946000,0.5505587583418031,0.340833164157687,-0.2097255941841162,0.8257186080551019,0.4975217281185904,1.12567075943199,0.1325,0.8675,007f4633-e0d8-43c4-b6c1-d02d98088095-0,1:190946000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27627787732068537
0080001e-318c-40c1-b0fe-0362fdebb6fa-0_ENSMUSG00000057657,0.9670005952634324,0.3025352720447342,-0.6644653232186986,0.5439284534155996,0.255698933022533,0.894431737343685,0.005,0.995,0080001e-318c-40c1-b0fe-0362fdebb6fa-0,ENSMUSG00000057657,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8785111983580987
00802fdf-b81b-488b-b70f-1c5afea90d20-0_7:139266000,0.3342343571891972,0.5355180168792157,0.2012836596900186,1.2463877318630183,0.874118055600149,1.8031175134107944,0.8625,0.1375,00802fdf-b81b-488b-b70f-1c5afea90d20-0,7:139266000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31775293820133227
008eb2f5-015b-49e8-b809-aa4b3822fd41-0_ENSMUSG00000046711,0.3337447771843676,0.5622610794464648,0.2285163022620976,1.282322429574265,0.8571686229374557,1.85322705070574,0.88,0.12,008eb2f5-015b-49e8-b809-aa4b3822fd41-0,ENSMUSG00000046711,0.0195483653522076,7,0,0,0,0,0,0,0.0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.3587590615367027
0092fcac-d1f0-4e03-b3ed-9c094456fae1-0_9:118066000,0.3359191933314162,0.5596673885112808,0.2237481951798645,1.2754770561766886,0.8143449599041932,1.7412521134429415,0.89,0.11,0092fcac-d1f0-4e03-b3ed-9c094456fae1-0,9:118066000,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.35103694736231744
00984b0f-bbfe-4cfe-b3a1-3cf8dc417985-0_ENSMUSG00000026811,0.9842617986706742,0.3070656513621108,-0.6771961473085629,0.5368751145309606,0.2199381067205835,0.8599321176634432,0.0025,0.9975,00984b0f-bbfe-4cfe-b3a1-3cf8dc417985-0,ENSMUSG00000026811,0.0284738041002277,5,0,0,0,1,0,0,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,-0.897341560867728
009e799f-f3e0-4f9c-a3db-35e929c986b0-0_15:6664000,0.5656692376825697,0.3352128240118435,-0.2304564136707261,0.8116434437989036,0.5185473447184562,1.1206622505199166,0.1325,0.8675,009e799f-f3e0-4f9c-a3db-35e929c986b0-0,15:6664000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30108200643668814
00ae7716-9c28-4390-8462-e3cbfcf564cb-0_18:10815000,0.4084514179643546,0.4131486504270013,0.0046972324626467,1.020638291427168,0.7065923898023676,1.420378909377768,0.5125,0.4875,00ae7716-9c28-4390-8462-e3cbfcf564cb-0,18:10815000,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.02947167363873103
00c3174d-4f63-4081-989f-a49a68a930db-0_12:106009000,0.3361904657145964,0.5387778096969388,0.2025873439823426,1.2464915895916264,0.8720408564477498,1.746776207387715,0.8575,0.1425,00c3174d-4f63-4081-989f-a49a68a930db-0,12:106009000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3178731486173103
00dd9c30-8110-4d68-9a01-8df1f8e2dfaf-0_11:100408000,0.9374530567926282,0.3021841110199523,-0.6352689457726762,0.5578893718016285,0.184407313763414,0.8457197369605464,0.0075,0.9925,00dd9c30-8110-4d68-9a01-8df1f8e2dfaf-0,11:100408000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8419490276296009
00ff427e-4eb5-44e8-aca0-88a125e55d37-0_ENSMUSG00000044646,0.3219090738823102,0.5387797806889921,0.2168707068066825,1.2607933613889908,0.9110639427197872,1.713680326184912,0.92,0.08,00ff427e-4eb5-44e8-aca0-88a125e55d37-0,ENSMUSG00000044646,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33433184352653655
0104b43a-7e5b-4a6e-affb-634dd39edc68-0_2:74730000,0.3343263732959158,0.5495668015077456,0.2152404282118294,1.2633974208278709,0.7979999537514362,1.6939443794201032,0.8525,0.1475,0104b43a-7e5b-4a6e-affb-634dd39edc68-0,2:74730000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3373085321333648
0105e06a-0ff6-4008-9d86-c94ee9842b51-0_1:55243000,0.3352620403553938,0.5434910275046623,0.2082289871492681,1.2555784616907584,0.8692278331516862,1.8005910875767317,0.8725,0.1275,0105e06a-0ff6-4008-9d86-c94ee9842b51-0,1:55243000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32835218612055456
010e608c-e94d-4200-94b1-dee0aad926ef-0_3:36170000,0.4018339429369309,0.4125426687925558,0.0107087258556258,1.0262401128750167,0.7310392961795513,1.387756673938206,0.53,0.47,010e608c-e94d-4200-94b1-dee0aad926ef-0,3:36170000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03736832268527811
010f8a7b-fb6f-45e8-a75c-022f934ae798-0_ENSMUSG00000022665,0.4126464410148056,0.4071829146779904,-0.0054635263368155,1.0107794647752466,0.6536571711784088,1.345078307581045,0.475,0.525,010f8a7b-fb6f-45e8-a75c-022f934ae798-0,ENSMUSG00000022665,1.0,3,0,0,0,0,0,0,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.01546825957354279
0134d638-0d3c-4b4b-b91a-30fb55e10bf3-0_ENSMUSG00000034216,0.4003524867728073,0.4016419768072861,0.0012894900344787,1.0151237603851444,0.7342136254631642,1.3514576955816784,0.535,0.465,0134d638-0d3c-4b4b-b91a-30fb55e10bf3-0,ENSMUSG00000034216,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021655626533068222
014f6fa2-f011-4b4d-99c5-7c2037957ba9-0_ENSMUSG00000025949,0.3358231152950117,0.5382374436465265,0.2024143283515146,1.2461196891129938,0.8362641037191046,1.7408852708568534,0.89,0.11,014f6fa2-f011-4b4d-99c5-7c2037957ba9-0,ENSMUSG00000025949,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3174426450848961
015c4f9b-8de1-4b94-870a-fe300a40f468-0_5:109141000,0.3339962461874914,0.5448188818058508,0.2108226356183597,1.2587582376454558,0.8101188732601484,1.7677142180667111,0.8725,0.1275,015c4f9b-8de1-4b94-870a-fe300a40f468-0,5:109141000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3320012196392975
016e08be-d31e-457a-a7a8-768f724f16db-0_7:28399000,0.3338185776208259,0.5333761949883241,0.1995576173674979,1.2399348202527247,0.8574508596750803,1.686773623705775,0.8725,0.1275,016e08be-d31e-457a-a7a8-768f724f16db-0,7:28399000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31026428434628245
017425c3-2056-428b-a491-bcd25d1a149b-0_8:91217000,0.41326935369441,0.4106567233645729,-0.0026126303298368,1.0106827718809597,0.7371994888404451,1.3453742787476413,0.505,0.495,017425c3-2056-428b-a491-bcd25d1a149b-0,8:91217000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01533024229411629
0185025f-5f1c-4ee8-9ac0-84f747d94cba-0_ENSMUSG00000049504,0.405042474306814,0.4065778221232843,0.0015353478164704,1.0176607310254893,0.6900900350665898,1.3881597883929295,0.505,0.495,0185025f-5f1c-4ee8-9ac0-84f747d94cba-0,ENSMUSG00000049504,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025256674137918263
01862d7c-3331-4958-9022-f8dba6264a49-0_2:140955000,0.3351370214598024,0.5509268798501634,0.2157898583903615,1.2633025429703475,0.8357017556621471,1.7333768928963007,0.8875,0.1125,01862d7c-3331-4958-9022-f8dba6264a49-0,2:140955000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33720018542297997
018fc47b-aae8-47fb-89d9-ccb137274439-0_14:18266000,0.551163378839387,0.3332065123580094,-0.2179568664813775,0.8219711008595887,0.5197562074084494,1.1330658073762354,0.1525,0.8475,018fc47b-aae8-47fb-89d9-ccb137274439-0,14:18266000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2828404228532398
018fea15-9938-4388-9a74-afe996696d07-0_1:58522000,0.5534839427721759,0.3332107555084559,-0.2202731872637204,0.8217643700158389,0.47146251855753,1.1370758803934482,0.14,0.86,018fea15-9938-4388-9a74-afe996696d07-0,1:58522000,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.2832033152649857
0198dfd8-fbd7-4d1d-a2e0-0785c36d0415-0_ENSMUSG00000116835,7.138451430469305,0.3661457419875649,-6.772305688481739,0.0101224979825746,3.577555961117659e-07,0.0476408838792808,0.0,1.0,0198dfd8-fbd7-4d1d-a2e0-0785c36d0415-0,ENSMUSG00000116835,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.626290834291094
01a0af4e-9ba3-433f-bfde-a8f918e30d29-0_2:166940000,0.3344186521527366,0.5526947499342872,0.2182760977815506,1.2666669079406905,0.8923706589806496,1.8341229081076549,0.8775,0.1225,01a0af4e-9ba3-433f-bfde-a8f918e30d29-0,2:166940000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34103719263886
01a645ed-cb5c-470d-98b4-ce5640b20995-0_ENSMUSG00000028982,0.4791825142672841,3.944510323287428,3.4653278090201383,125.656594380693,2.149253407994681,528.8119853868625,1.0,0.0,01a645ed-cb5c-470d-98b4-ce5640b20995-0,ENSMUSG00000028982,0.0,1,0,1,0,0,0,0,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,6.973342574727341
01b0460f-2196-45bf-baba-b724be2fbe1d-0_1:116582000,0.5624128249690078,0.3389039204074656,-0.2235089045615425,0.8157366089708203,0.4844175554315779,1.103243664105915,0.125,0.875,01b0460f-2196-45bf-baba-b724be2fbe1d-0,1:116582000,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.2938246954754752
01b49c73-9b09-4e43-af27-b3f1feb0ec5e-0_13:9834000,0.5452045170099794,0.3392521272771902,-0.2059523897327891,0.8281802881539615,0.5275154888833267,1.1071924451039523,0.135,0.865,01b49c73-9b09-4e43-af27-b3f1feb0ec5e-0,13:9834000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2719832299252339
01d66cb7-93e0-4ae8-85cc-8f84c8113327-0_19:47894000,0.4216681221352074,0.4140516436955272,-0.00761647843968,1.00670489658648,0.662098009796277,1.309243973859528,0.49,0.51,01d66cb7-93e0-4ae8-85cc-8f84c8113327-0,19:47894000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009640836645556951
01ef3b9e-4e6e-475b-b7ec-4f3ad7a11ff4-0_17:78652000,0.3383766310443055,0.5566317307814512,0.2182550997371452,1.2755773130863337,0.8136430742967654,1.890057450847643,0.8575,0.1425,01ef3b9e-4e6e-475b-b7ec-4f3ad7a11ff4-0,17:78652000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3511503437275043
01fd9e44-0aed-4a99-a046-9e0df3633d17-0_8:111623000,0.3365655014480272,0.557532653118399,0.2209671516703717,1.271640610071796,0.8568028684450789,1.809495359411102,0.9075,0.0925,01fd9e44-0aed-4a99-a046-9e0df3633d17-0,8:111623000,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3466909950500492
02029c02-7999-46ee-92ec-21d9e43827dd-0_16:15887000,7.485778563093351,0.3691831326771596,-7.116595430416198,0.0081300071831576,5.134955961099496e-08,0.049176345562325,0.0,1.0,02029c02-7999-46ee-92ec-21d9e43827dd-0,16:15887000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.942527657687581
02098af7-35da-4944-98de-0f9f6cd7e796-0_ENSMUSG00000005299,0.4437512289708967,0.9122971062836058,0.4685458773127087,1.6900526976176442,0.7924409797409657,2.970132286408976,0.9475,0.0525,02098af7-35da-4944-98de-0f9f6cd7e796-0,ENSMUSG00000005299,0.0,1,0,0,0,1,0,13,0.0,1,0,0,0,1,0,0,0,1,0,13,0,0,0.7570682319549952
0218e98b-d43a-484d-bdf4-29650ea14bd0-0_17:32140000,0.3353327661741878,0.5467863168473194,0.2114535506731314,1.259118358342588,0.855344192201409,1.7803676711298624,0.8525,0.1475,0218e98b-d43a-484d-bdf4-29650ea14bd0-0,17:32140000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332413904159456
0219c38a-0757-48f6-a246-45132f3aa5c4-0_X:167207000,0.3368779204153626,0.5438266394887808,0.2069487190734172,1.2529374266704965,0.8039952118666495,1.7869971894344412,0.88,0.12,0219c38a-0757-48f6-a246-45132f3aa5c4-0,X:167207000,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3253143663865607
021d3b68-d9b9-4443-849d-74d2f6939927-0_X:13181000,0.5426805293481192,0.3320597508295486,-0.2106207785185711,0.8240821382946791,0.5629285714506143,1.1416549489785828,0.135,0.865,021d3b68-d9b9-4443-849d-74d2f6939927-0,X:13181000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2791399533470899
023455f0-999c-4c9e-b38f-fa86ea2c8eea-0_ENSMUSG00000003813,0.7854819691633098,4.123037611765367,3.33755564260205,76.64694434743285,1.7882052525854013,334.66128494368064,1.0,0.0,023455f0-999c-4c9e-b38f-fa86ea2c8eea-0,ENSMUSG00000003813,1.0,2,2,2,0,0,0,7,0.0,2,0,1,1,1,2,0,0,0,0,7,0,1,6.260156372581231
024588de-0ed7-4d8b-bc2a-63599d0ff5a7-0_5:108959000,0.3365069238921409,0.5489542744125062,0.2124473505203649,1.2635708913882333,0.8729582263069616,1.8160020409148336,0.8775,0.1225,024588de-0ed7-4d8b-bc2a-63599d0ff5a7-0,5:108959000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33750660752383044
02468d14-3407-41e7-b873-1961cfa7d0c8-0_10:120225000,0.5496557600383357,0.3378460042795568,-0.2118097557587789,0.824967036088747,0.5335559832417389,1.149456827273758,0.1275,0.8725,02468d14-3407-41e7-b873-1961cfa7d0c8-0,10:120225000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277591621373049
024a832a-f591-4d79-885a-1f21b04910ea-0_4:45006000,0.3262929736280316,0.5634611747720198,0.237168201143988,1.2964076194614824,0.8236375632379744,1.8541678303702729,0.875,0.125,024a832a-f591-4d79-885a-1f21b04910ea-0,4:45006000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37451940503944264
02697e6e-96c5-4211-9f9d-5b4db4e96f66-0_10:11217000,0.5449228935638749,0.3411050555317384,-0.2038178380321369,0.8295357140175004,0.570796181769043,1.1365537148237714,0.12,0.88,02697e6e-96c5-4211-9f9d-5b4db4e96f66-0,10:11217000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26962399999099684
026d814c-8a18-4e80-bdfa-6feea3c042f3-0_17:33908000,0.558255282089037,0.3285976609061839,-0.2296576211828532,0.8074338193397067,0.5470450847538916,1.0798927437371997,0.0975,0.9025,026d814c-8a18-4e80-bdfa-6feea3c042f3-0,17:33908000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30858407956774775
02726bcf-ba23-437a-aeb1-d71724240b7a-0_1:9899000,0.3367816707169918,0.5522506660137957,0.2154689952968044,1.2651150981050492,0.8399121831816599,1.8008893523951428,0.87,0.13,02726bcf-ba23-437a-aeb1-d71724240b7a-0,1:9899000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33926864492875186
029243ce-7bcb-488e-94c6-2f7b06f36645-0_12:111115000,0.9638438035064242,0.2970723485436989,-0.6667714549627247,0.5424942088440368,0.2236982324968217,0.8804538849615832,0.0075,0.9925,029243ce-7bcb-488e-94c6-2f7b06f36645-0,12:111115000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.882320358098141
02a027ca-8981-4537-ba7b-db1fb42ca5a6-0_13:28951000,0.5574600356810488,0.3315073716000068,-0.2259526640810418,0.814087664717104,0.5004287934355791,1.1728403684139883,0.1175,0.8825,02a027ca-8981-4537-ba7b-db1fb42ca5a6-0,13:28951000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296743935969845
02a8799f-a3ec-4937-86f1-d8957d1c8290-0_1:180164000,0.9471327660511496,0.3068237104368199,-0.6403090556143295,0.5545658325643913,0.2470200311069802,0.9023851405534072,0.01,0.99,02a8799f-a3ec-4937-86f1-d8957d1c8290-0,1:180164000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8505693618644358
02b03088-b075-425b-aa42-45c2cc082d72-0_X:143797000,0.9408853859555096,0.2964806247317547,-0.6444047612237547,0.5509247588179518,0.2505131744944314,0.8430297401669131,0.0025,0.9975,02b03088-b075-425b-aa42-45c2cc082d72-0,X:143797000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8600727951333126
02d15f44-f834-42e3-afa1-24f464371dc2-0_2:37425000,0.5506469034872038,0.332776268909656,-0.2178706345775476,0.8202939260483741,0.5130523917841964,1.115142422122977,0.1325,0.8675,02d15f44-f834-42e3-afa1-24f464371dc2-0,2:37425000,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.28578714897162305
02d179cb-5ea8-4868-91a3-63ec159c272c-0_ENSMUSG00000068009,7.6892750365353315,0.3614876834165177,-7.32778735311881,0.0059388113826835,6.901014083928404e-09,0.0399911277241609,0.0,1.0,02d179cb-5ea8-4868-91a3-63ec159c272c-0,ENSMUSG00000068009,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-7.3956100714645405
02dd0c20-11f4-48de-b689-5677f945c0a7-0_10:13443000,0.3320387211244299,0.5427740835738857,0.2107353624494557,1.258965559573486,0.7406360169971618,1.687227769868797,0.8775,0.1225,02dd0c20-11f4-48de-b689-5677f945c0a7-0,10:13443000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3322388170425101
02df0b84-17e7-4a80-964b-57100fb87329-0_18:9312000,0.4150782146202859,0.4064768174074485,-0.0086013972128376,1.0046239098241656,0.6848408756377294,1.3285457023456717,0.465,0.535,02df0b84-17e7-4a80-964b-57100fb87329-0,18:9312000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006655516350000292
02e87030-0f89-469f-9caf-ae7cfe9f227c-0_10:128922000,0.3450031187170696,0.5535438947895757,0.2085407760725061,1.2633090516951653,0.8129533782221946,1.929536866704495,0.8475,0.1525,02e87030-0f89-469f-9caf-ae7cfe9f227c-0,10:128922000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33720761838579627
02f6d08c-1e7d-4ee3-aba1-204fdab3f7b0-0_ENSMUSG00000020388,0.4655014369612658,0.8639427357534814,0.3984412987922157,1.557217551622882,0.772602132215977,2.5364300737124466,0.94,0.06,02f6d08c-1e7d-4ee3-aba1-204fdab3f7b0-0,ENSMUSG00000020388,0.0049967412557028,3,1,2,0,0,0,0,0.0,1,0,1,1,1,1,1,0,0,0,0,0,1,0.638970510712674
03022605-a87e-4a63-8366-4884dc62f1bf-0_18:36679000,0.3347488300602387,0.5396115737638915,0.204862743703653,1.2482373785020853,0.8897509608604421,1.7917103412132809,0.8925,0.1075,03022605-a87e-4a63-8366-4884dc62f1bf-0,18:36679000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3198923189936539
03046539-8a0c-4590-907d-acada515a3f5-0_6:147673000,0.3362448243743243,0.5517666107548983,0.2155217863805738,1.2651101304679762,0.8674159990699949,1.8166548420182425,0.875,0.125,03046539-8a0c-4590-907d-acada515a3f5-0,6:147673000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3392629799900822
032a3f78-210b-43f4-ba0b-9ab92ca0248f-0_ENSMUSG00000017716,0.9333739439454628,0.2990905028694987,-0.6342834410759641,0.5564183226116146,0.2280911054349909,0.8422007689798371,0.0,1.0,032a3f78-210b-43f4-ba0b-9ab92ca0248f-0,ENSMUSG00000017716,1.0,3,0,0,0,0,0,0,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,-0.8457581669092974
0350c6b4-3ce4-4191-90c3-16a120cefd35-0_13:17715000,0.3356101304601788,0.5600836312813515,0.2244735008211724,1.2777836626114714,0.854040676816431,1.8240288628191696,0.8725,0.1275,0350c6b4-3ce4-4191-90c3-16a120cefd35-0,13:17715000,0.0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35364359896318065
0357b5f7-b56c-44e0-b29c-896dc8b7ae2b-0_15:10349000,0.3419677141234745,0.5513519295543569,0.2093842154308823,1.2563498970548947,0.884299352941028,1.8021208230478505,0.8625,0.1375,0357b5f7-b56c-44e0-b29c-896dc8b7ae2b-0,15:10349000,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3292383149031056
