ids,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,multi_trans,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change
ENSMUST00000022063-0_ENSMUSG00000021578,0.412457877111703,0.4152431962283388,0.0027853191166361,1.0142062308561044,0.7298557616713597,1.310390060820477,0.51,0.49,ENSMUST00000022063-0,ENSMUSG00000021578,1.0,2,0,0,0,1,0,3,0.0,2,0,0,1,1,0,0,0,1,0,3,0,0,0.020351042855372828
ENSMUST00000022082_ENSMUSG00000021591,7.017398254476223,0.3585380830095661,-6.658860171466655,0.0085154739014327,1.0207008351626135e-07,0.0449818746440291,0.0,1.0,ENSMUST00000022082,ENSMUSG00000021591,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.8756974639512185
ENSMUST00000022089_ENSMUSG00000021598,7.144237202533457,0.3625848318340792,-6.781652370699383,0.0081255783750253,1.0632422878987745e-07,0.0388738991868763,0.0,1.0,ENSMUST00000022089,ENSMUSG00000021598,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.9433137775926115
ENSMUST00000022097_ENSMUSG00000021606,6.920771982095572,0.358416424432489,-6.562355557663084,0.0108371330735853,1.74227628244651e-07,0.0597137293710266,0.0,1.0,ENSMUST00000022097,ENSMUSG00000021606,0.0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.527873042637226
ENSMUST00000022098_ENSMUSG00000021607,6.709199641949482,0.3447531699053399,-6.364446472044144,0.0110126734889957,7.522547504552303e-09,0.0516494954278778,0.0,1.0,ENSMUST00000022098,ENSMUSG00000021607,0.9848786311181854,3,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-6.504691442843134
ENSMUST00000022102_ENSMUSG00000021610,7.103296576198281,0.3629766237241481,-6.740319952474136,0.0092499818086664,6.080974258886878e-08,0.0379433071942535,0.0,1.0,ENSMUST00000022102,ENSMUSG00000021610,0.0,2,0,0,0,0,0,0,1.0,2,0,2,0,1,0,0,0,0,0,0,0,2,-6.756333756284227
ENSMUST00000022115_ENSMUSG00000021615,0.5495557525486177,0.3325052642215062,-0.2170504883271109,0.8192915617164747,0.551556812847793,1.1542043967948654,0.1175,0.8825,ENSMUST00000022115,ENSMUSG00000021615,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2875511390066023
ENSMUST00000022121_ENSMUSG00000021621,0.4116146888220697,0.4033417213488248,-0.0082729674732451,1.0046935775389192,0.6715863167555463,1.3423924964652227,0.4675,0.5325,ENSMUST00000022121,ENSMUSG00000021621,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.006755559541041488
ENSMUST00000022135-0_ENSMUSG00000078941,6.573879731338446,3.364482154703284,-3.209397576635156,0.0926359696957859,0.0004737400961672,0.3655736852857156,0.0,1.0,ENSMUST00000022135-0,ENSMUSG00000078941,0.1307420494699646,4,0,1,0,0,0,0,1.0,2,0,0,2,1,0,1,0,0,0,0,0,0,-3.432283702276446
ENSMUST00000022145_ENSMUSG00000021643,6.992313363428968,0.3632411588551201,-6.629072204573858,0.0089201090074149,2.5979397708006245e-07,0.0461394873751114,0.0,1.0,ENSMUST00000022145,ENSMUSG00000021643,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.808722944079738
ENSMUST00000022147_ENSMUSG00000021645,7.142824801241967,0.3606152620829521,-6.782209539159019,0.0107803182356104,1.4933526257947102e-07,0.0544923299425502,0.0,1.0,ENSMUST00000022147,ENSMUSG00000021645,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.535456422615631
ENSMUST00000022148_ENSMUSG00000021646,0.5393875728807381,0.3305141940832006,-0.2088733787975372,0.8292355397795231,0.5192600568144197,1.168000307810838,0.165,0.835,ENSMUST00000022148,ENSMUSG00000021646,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.27014614539021115
ENSMUST00000022153_ENSMUSG00000021650,0.9381231695299848,0.3034714141497326,-0.6346517553802519,0.5638522792921282,0.2176492052434668,0.905445018147428,0.0125,0.9875,ENSMUST00000022153,ENSMUSG00000021650,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8266108468852963
ENSMUST00000022163-0_ENSMUSG00000021660,7.434039494697102,0.3604513726867983,-7.073588122010306,0.0118627854481584,1.8291632908838771e-09,0.0704059943362733,0.0,1.0,ENSMUST00000022163-0,ENSMUSG00000021660,0.0448005827718084,5,0,0,0,0,0,0,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,-6.397413387275411
ENSMUST00000022164_ENSMUSG00000021661,0.4038881039415736,0.3971642635047204,-0.0067238404368529,1.0111673967264614,0.6111261035234122,1.3582835569518985,0.47,0.53,ENSMUST00000022164,ENSMUSG00000021661,1.0,3,0,0,0,0,0,0,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.01602185227149479
ENSMUST00000022169_ENSMUSG00000021665,7.143653524741962,0.3646351157676615,-6.779018408974313,0.0089510141701944,2.48610713555802e-07,0.0446603703965528,0.0,1.0,ENSMUST00000022169,ENSMUSG00000021665,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.80373313240603
ENSMUST00000022176_ENSMUSG00000021670,0.4119742024637005,0.4024647734823405,-0.0095094289813602,1.0044609477338142,0.7308666677546258,1.3476122196821858,0.485,0.515,ENSMUST00000022176,ENSMUSG00000021670,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0064214748666512915
ENSMUST00000022189_ENSMUSG00000021681,0.958733008733079,0.3041454428428127,-0.6545875658902651,0.5474046039774335,0.2291028977705995,0.8430194317697238,0.0025,0.9975,ENSMUST00000022189,ENSMUSG00000021681,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8693205262650929
ENSMUST00000022203-0_ENSMUSG00000021692,0.5578131067654272,0.3400161064597189,-0.2177970003057083,0.8208103615640538,0.531122050828779,1.18124656106996,0.13,0.87,ENSMUST00000022203-0,ENSMUSG00000021692,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28487915185330703
ENSMUST00000022212_ENSMUSG00000021701,0.9494044451051968,0.307302871952052,-0.6421015731531444,0.5575056950477668,0.1776634332786022,0.8556323944316895,0.0125,0.9875,ENSMUST00000022212,ENSMUSG00000021701,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8429415523204192
ENSMUST00000022213_ENSMUSG00000021702,0.9498223394905544,0.3016942757447191,-0.6481280637458353,0.5464798269208747,0.2760501613311792,0.8932143494479131,0.0025,0.9975,ENSMUST00000022213,ENSMUSG00000021702,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8717598545041452
ENSMUST00000022218-0_ENSMUSG00000021707,0.5435901818422686,0.3352676514675669,-0.2083225303747016,0.8251547949459888,0.5620573008506183,1.14412902478622,0.1225,0.8775,ENSMUST00000022218-0,ENSMUSG00000021707,0.0,1,1,1,0,0,0,0,0.0,2,0,0,0,1,1,0,0,0,0,0,0,0,-0.277263307707597
ENSMUST00000022220_ENSMUSG00000014850,0.4132172760670796,0.4161388122020018,0.0029215361349216,1.0159689034694923,0.7429112602276466,1.37910775085682,0.5225,0.4775,ENSMUST00000022220,ENSMUSG00000014850,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022856245124921022
ENSMUST00000022242-0_ENSMUSG00000021728,0.9264214036422456,0.2963392019007738,-0.6300822017414701,0.5594542243882269,0.2762322804327496,0.896543285741142,0.005,0.995,ENSMUST00000022242-0,ENSMUSG00000021728,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.8379080029167826
ENSMUST00000022245-0_ENSMUSG00000021731,7.054128660933348,0.3648821723841646,-6.6892464885491885,0.008516230040582,2.106579892796036e-08,0.0379296733127515,0.0,1.0,ENSMUST00000022245-0,ENSMUSG00000021731,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.875569364237256
ENSMUST00000022256_ENSMUSG00000021737,7.281685617646413,0.3667166897222164,-6.9149689279242,0.0119350535694983,3.079105106271803e-08,0.0403907914424328,0.0,1.0,ENSMUST00000022256,ENSMUSG00000021737,0.0,4,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.388651147923439
ENSMUST00000022268_ENSMUSG00000021748,7.07327187197563,0.3610675111275075,-6.712204360848126,0.0106011062825673,3.0534569907324415e-08,0.0602044898469334,0.0,1.0,ENSMUST00000022268,ENSMUSG00000021748,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.559641364128355
ENSMUST00000022272_ENSMUSG00000021752,0.4052861823402062,0.4083651964602435,0.0030790141200367,1.0190376432979047,0.664687463398758,1.333209112425061,0.5075,0.4925,ENSMUST00000022272,ENSMUSG00000021752,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027207345709939875
ENSMUST00000022281-0_ENSMUSG00000016018,0.4088778514435965,0.4104831851257431,0.0016053336821467,1.0174940148378733,0.6841812788909591,1.3773103438712408,0.4925,0.5075,ENSMUST00000022281-0,ENSMUSG00000016018,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02502030821229379
ENSMUST00000022282_ENSMUSG00000021760,7.099629988806256,0.3603311063476777,-6.739298882458579,0.0127122580005308,7.362332395949368e-09,0.0721430925616067,0.0,1.0,ENSMUST00000022282,ENSMUSG00000021760,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.297635879586324
ENSMUST00000022286-0_ENSMUSG00000021764,0.8540555839214332,3.457217668516569,2.603162084595133,28.89729276097782,1.6699688612006494,103.37797434811723,1.0,0.0,ENSMUST00000022286-0,ENSMUSG00000021764,0.9128205128205128,3,2,2,0,0,0,0,0.0,1,0,0,1,1,2,0,0,0,0,0,0,0,4.852862435251395
ENSMUST00000022286_ENSMUSG00000021764,0.5557994701670317,0.3362642480009964,-0.2195352221660351,0.8153417791419355,0.5631921395399556,1.0858827905697286,0.095,0.905,ENSMUST00000022286,ENSMUSG00000021764,0.0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.2945231524612392
ENSMUST00000022287-0_ENSMUSG00000021765,0.3348851404781707,0.5590342860715197,0.2241491455933492,1.2749535742514773,0.8385672404731028,1.788019279010476,0.8825,0.1175,ENSMUST00000022287-0,ENSMUSG00000021765,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3504447142083609
ENSMUST00000022293-0_ENSMUSG00000021771,0.9648308710547778,0.3102073142148689,-0.6546235568399082,0.5522766064324697,0.24323782028891,0.9256570765312604,0.015,0.985,ENSMUST00000022293-0,ENSMUSG00000021771,1.0,3,0,0,0,0,0,0,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,-0.8565370764746723
ENSMUST00000022293_ENSMUSG00000021771,7.2300222646801,0.3654103511038293,-6.864611913576272,0.0096568488001746,7.668573421342974e-08,0.0465529663277056,0.0,1.0,ENSMUST00000022293,ENSMUSG00000021771,0.9530657395701644,3,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-6.694231795604782
ENSMUST00000022295_ENSMUSG00000021773,0.7827614269562049,6.528426277982842,5.745664851026635,4846.328749659794,4.41027308431751,18395.64827456905,1.0,0.0,ENSMUST00000022295,ENSMUSG00000021773,0.0,3,0,0,0,0,0,0,0.0,1,1,1,0,1,0,0,0,0,0,0,1,0,12.242676557676065
ENSMUST00000022296_ENSMUSG00000021774,7.219626384054027,0.3597006848418306,-6.859925699212199,0.0074546754040169,9.32964886536969e-08,0.0343311588371204,0.0,1.0,ENSMUST00000022296,ENSMUSG00000021774,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.067638749485403
ENSMUST00000022310_ENSMUSG00000021785,7.23387326856271,0.3593347436478737,-6.874538524914832,0.0081894288126538,1.2036981312883008e-09,0.0474751933991997,0.0,1.0,ENSMUST00000022310,ENSMUSG00000021785,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.932021452806615
ENSMUST00000022317_ENSMUSG00000021792,0.9702844953848244,0.3044734356597637,-0.66581105972506,0.5444020254945195,0.2319656824762338,0.8788007921162823,0.015,0.985,ENSMUST00000022317,ENSMUSG00000021792,0.0014046461372231,5,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.8772556603645902
ENSMUST00000022322_ENSMUSG00000021794,7.1020760941516015,0.3565531489365325,-6.745522945215067,0.0102733102778361,1.7831842495737183e-08,0.0510589342340992,0.0,1.0,ENSMUST00000022322,ENSMUSG00000021794,0.0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.604955066354622
ENSMUST00000022341-0_ENSMUSG00000021807,0.5607519542640986,0.3353044314330582,-0.2254475228310397,0.8092478794916856,0.5730667815570522,1.0648747088221129,0.065,0.935,ENSMUST00000022341-0,ENSMUSG00000021807,0.0,1,1,1,0,0,0,0,0.0,2,0,0,0,1,1,0,0,0,0,0,0,0,-0.30534641480612673
ENSMUST00000022344-0_ENSMUSG00000021810,0.3394949518726438,0.5496089574840628,0.2101140056114186,1.2625732873400697,0.8442766040333707,1.828544946581568,0.8325,0.1675,ENSMUST00000022344-0,ENSMUSG00000021810,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.336367132983941
ENSMUST00000022345-0_ENSMUSG00000021811,0.407388394489889,0.4021249539922621,-0.0052634404976266,1.0090946541734662,0.7291097282756316,1.380483384950456,0.48,0.52,ENSMUST00000022345-0,ENSMUSG00000021811,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.013061507151759306
ENSMUST00000022345_ENSMUSG00000021811,0.5479111777574761,0.3401168521606154,-0.207794325596861,0.8257409331696077,0.4970999046919301,1.0625387289592274,0.1225,0.8775,ENSMUST00000022345,ENSMUSG00000021811,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.27623887142174225
ENSMUST00000022368_ENSMUSG00000021822,0.9383490479829004,0.3093298843589005,-0.6290191636240003,0.558445439582806,0.277192270447689,0.8704952159694462,0.0025,0.9975,ENSMUST00000022368,ENSMUSG00000021822,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8405117593683717
ENSMUST00000022380-0_ENSMUSG00000021832,7.09431260077007,0.3515624479206649,-6.742750152849405,0.0082203054342814,2.56530637574056e-08,0.0409522537684919,0.0,1.0,ENSMUST00000022380-0,ENSMUSG00000021832,0.2095588235294117,3,0,0,1,1,0,0,1.0,2,0,0,1,1,0,0,1,0,0,0,0,0,-6.926592284874763
ENSMUST00000022416_ENSMUSG00000021866,0.5356305188222831,0.3346445759795514,-0.2009859428427322,0.8327692572771932,0.5412856164214417,1.1344772778120908,0.12,0.88,ENSMUST00000022416,ENSMUSG00000021866,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2640112841659647
ENSMUST00000022418_ENSMUSG00000021867,0.343971407071889,0.5533646893544667,0.2093932822825778,1.2571185772314353,0.826454043244849,1.7489351313750896,0.875,0.125,ENSMUST00000022418,ENSMUSG00000021867,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3301207378375035
ENSMUST00000022419_ENSMUSG00000021868,7.523498049997283,0.3635208325169692,-7.159977217480303,0.0059545451229692,9.723918819416585e-09,0.0291748945481889,0.0,1.0,ENSMUST00000022419,ENSMUSG00000021868,0.0,1,1,1,0,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,-7.391792982097777
ENSMUST00000022428_ENSMUSG00000021876,7.323953334679507,0.3604085684679572,-6.96354476621155,0.0074189610849829,2.9924541895722586e-08,0.0379901784100956,0.0,1.0,ENSMUST00000022428,ENSMUSG00000021876,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.074567111627749
ENSMUST00000022429-0_ENSMUSG00000021877,6.971004361151512,0.3564054082997224,-6.614598952851793,0.0091744721312164,1.3064143323042715e-08,0.0483913840605727,0.0,1.0,ENSMUST00000022429-0,ENSMUSG00000021877,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.76815913221954
ENSMUST00000022437-0_ENSMUSG00000021884,0.9504877956020138,0.3014117820416581,-0.6490760135603567,0.5532213649445401,0.2513549476681577,0.8877404311180346,0.0025,0.9975,ENSMUST00000022437-0,ENSMUSG00000021884,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.854071221652122
ENSMUST00000022451_ENSMUSG00000021893,0.3273251516775912,0.5532648983811435,0.2259397467035524,1.2723517333533985,0.9161143590133116,1.724837532539227,0.92,0.08,ENSMUST00000022451,ENSMUSG00000021893,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34749754941032557
ENSMUST00000022476_ENSMUSG00000021916,0.539939894913759,0.3407690241300667,-0.1991708707836929,0.8340077398050613,0.5515551959791268,1.1302165334683267,0.145,0.855,ENSMUST00000022476,ENSMUSG00000021916,0.0050464271295922,7,0,0,0,0,0,0,0.0,0,0,0,2,1,0,0,0,0,0,0,0,0,-0.2618673225764562
ENSMUST00000022494-0_ENSMUSG00000021928,7.070661886707352,0.3582128881186433,-6.712448998588712,0.0100038861339523,5.1694642849834905e-08,0.050475676214535,0.0,1.0,ENSMUST00000022494-0,ENSMUSG00000021928,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.643295648066559
ENSMUST00000022497-0_ENSMUSG00000021930,0.9214006854732932,0.3021857515116018,-0.6192149339616917,0.5679773796202269,0.1811412664931099,0.8490195035886272,0.01,0.99,ENSMUST00000022497-0,ENSMUSG00000021930,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8160946210721292
ENSMUST00000022499_ENSMUSG00000021932,0.3369877369142384,0.5507682629681669,0.2137805260539286,1.263070742807253,0.7749871396044842,1.7672065682388451,0.875,0.125,ENSMUST00000022499,ENSMUSG00000021932,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3369354446987214
ENSMUST00000022507-0_ENSMUSG00000021938,0.4086553319233691,0.4163475129795,0.007692181056131,1.0197876470383074,0.7573976917682823,1.3429720665714862,0.495,0.505,ENSMUST00000022507-0,ENSMUSG00000021938,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02826876743240228
ENSMUST00000022517_ENSMUSG00000021947,7.497616734818783,0.3620133643698729,-7.135603370448908,0.00622491396381,6.68542358084981e-10,0.0267459896242491,0.0,1.0,ENSMUST00000022517,ENSMUSG00000021947,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.327730387215091
ENSMUST00000022528_ENSMUSG00000021958,0.9459677937687644,0.4471268828854517,-0.498840910883313,0.639669494222124,0.3309530319234325,1.118770989851191,0.0625,0.9375,ENSMUST00000022528,ENSMUSG00000021958,0.0,3,1,1,0,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.6446014119738658
ENSMUST00000022529-0_ENSMUSG00000021957,7.484583122751189,0.3709985920719381,-7.1135845306792485,0.0100847045458626,1.2977283027050476e-07,0.0492623837476152,0.0,1.0,ENSMUST00000022529-0,ENSMUSG00000021957,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.631687372205879
ENSMUST00000022536_ENSMUSG00000021965,0.4196756043044639,0.4182689922607587,-0.0014066120437047,1.0134029945392404,0.6567485440143406,1.3464319895240715,0.4925,0.5075,ENSMUST00000022536,ENSMUSG00000021965,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019207997048412216
ENSMUST00000022538-0_ENSMUSG00000021967,7.528677312810664,0.3652542997985549,-7.163423013012108,0.0065106956883442,7.638419897437926e-08,0.0276070190627766,0.0,1.0,ENSMUST00000022538-0,ENSMUSG00000021967,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.262972576524659
ENSMUST00000022543_ENSMUSG00000021973,0.9640334308970672,0.3041357223521849,-0.6598977085448824,0.5439026227922525,0.2484827416133248,0.8804258741993766,0.015,0.985,ENSMUST00000022543,ENSMUSG00000021973,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8785797121430565
ENSMUST00000022573-0_ENSMUSG00000021996,7.162907452858326,0.3590473046344103,-6.803860148223912,0.0076965359114652,1.501971639896241e-07,0.0354316201984514,0.0,1.0,ENSMUST00000022573-0,ENSMUSG00000021996,0.0,4,0,0,2,2,0,1,0.0,1,0,0,0,1,0,0,2,0,0,1,0,0,-7.0215750268879376
ENSMUST00000022585-1_ENSMUSG00000022008,0.5467756820505634,0.3357427481772726,-0.2110329338732902,0.8239839837320118,0.5235899036623426,1.1114507887081866,0.1175,0.8825,ENSMUST00000022585-1,ENSMUSG00000022008,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2793117997300422
ENSMUST00000022586-0_ENSMUSG00000022009,7.275160492423383,0.3579806996516065,-6.917179792771776,0.0125742618432777,1.0753270225246148e-09,0.0636382857158819,0.0,1.0,ENSMUST00000022586-0,ENSMUSG00000022009,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.313382478912901
ENSMUST00000022587_ENSMUSG00000022010,7.074471893809773,0.3566487765195606,-6.717823117290211,0.0092856191485225,2.7498424478627394e-08,0.0423296499608376,0.0,1.0,ENSMUST00000022587,ENSMUSG00000022010,0.9994118711545422,8,0,0,0,0,0,0,0.0,0,0,0,6,1,0,0,0,0,0,0,0,0,-6.75078617496209
ENSMUST00000022595_ENSMUSG00000022018,7.304919273493506,0.3614664084868695,-6.943452865006633,0.009986611711663,5.296584022204273e-08,0.0449329755919093,0.0,1.0,ENSMUST00000022595,ENSMUSG00000022018,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6457890056374085
ENSMUST00000022600_ENSMUSG00000022022,0.5513771799539698,0.3385130563296504,-0.2128641236243193,0.8216584855151339,0.5829518907207099,1.1286477045243988,0.13,0.87,ENSMUST00000022600,ENSMUSG00000022022,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2833892187818699
ENSMUST00000022603_ENSMUSG00000022025,0.4485588873672423,0.9812178631857696,0.5326589758185282,1.80114358426502,0.8821526120668866,3.128679742266335,0.9625,0.0375,ENSMUST00000022603,ENSMUSG00000022025,0.0,3,1,1,0,0,0,2,0.0,2,0,0,0,1,1,0,0,0,0,2,0,0,0.8489131951531895
ENSMUST00000022609_ENSMUSG00000022031,0.4052254864806388,0.4089022412716743,0.0036767547910352,1.0168978793557772,0.7081597579588259,1.3819668247250383,0.5075,0.4925,ENSMUST00000022609,ENSMUSG00000022031,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02417480570042416
ENSMUST00000022612_ENSMUSG00000022033,0.9314475467449326,0.3002454908908811,-0.6312020558540512,0.5605535385218074,0.2588771101348937,0.9035888085540692,0.0025,0.9975,ENSMUST00000022612,ENSMUSG00000022033,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.835075923335336
ENSMUST00000022613_ENSMUSG00000022034,0.3307922207486445,0.5416413556405356,0.210849134891891,1.2568295439582866,0.8419466284506755,1.6762619848551432,0.895,0.105,ENSMUST00000022613,ENSMUSG00000022034,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3297889991925044
ENSMUST00000022614_ENSMUSG00000022035,0.4123329762576186,0.4001070691439137,-0.0122259071137052,1.001134170788259,0.7226720812270856,1.3673965857854615,0.49,0.51,ENSMUST00000022614,ENSMUSG00000022035,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001635335372139324
ENSMUST00000022616_ENSMUSG00000022037,7.286673879662494,0.3591058778501413,-6.927568001812351,0.0110751590669659,9.272458787242389e-08,0.062568229181999,0.0,1.0,ENSMUST00000022616,ENSMUSG00000022037,0.0,7,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.496528770138912
ENSMUST00000022623_ENSMUSG00000022043,0.9316713665588904,0.2995522951147389,-0.6321190714441506,0.5611210619496299,0.2233760282388808,0.8969854630531507,0.0125,0.9875,ENSMUST00000022623,ENSMUSG00000022043,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8336160288090083
ENSMUST00000022634-0_ENSMUSG00000022051,0.4068590863316463,0.4007001103918094,-0.0061589759398373,1.007331725487017,0.6643436876077631,1.3128534065427704,0.4925,0.5075,ENSMUST00000022634-0,ENSMUSG00000022051,0.002509260365635,3,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.01053885703463865
ENSMUST00000022634_ENSMUSG00000022051,0.4010076000005043,0.4113856964269407,0.010378096426437,1.0275922851976995,0.6769428896165316,1.391187604828196,0.5175,0.4825,ENSMUST00000022634,ENSMUSG00000022051,0.0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.039267964143893073
ENSMUST00000022656_ENSMUSG00000022070,0.3385305939489357,0.544896677030048,0.2063660830811126,1.248115302395396,0.8736134962788291,1.705607129383781,0.8825,0.1175,ENSMUST00000022656,ENSMUSG00000022070,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31975121826279973
ENSMUST00000022660_ENSMUSG00000034205,0.3398573268258819,0.5513955446124009,0.2115382177865194,1.258703811194814,0.8449253374118626,1.7093958645191951,0.8625,0.1375,ENSMUST00000022660,ENSMUSG00000034205,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3319388387422487
ENSMUST00000022680_ENSMUSG00000022089,0.9452617208405146,0.3005230605592182,-0.6447386602812964,0.5562691531124535,0.2344789931672894,0.8932145853268462,0.0075,0.9925,ENSMUST00000022680,ENSMUSG00000022089,0.0,2,0,0,1,1,0,9,1.0,2,0,0,0,1,0,0,1,0,0,9,0,0,-0.8461449890901453
