ids,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,multi_trans,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change
ENSMUST00000001046_ENSMUSG00000001020,0.9595972016467236,0.3014850946259015,-0.6581121070208217,0.5459128004082568,0.2356522019580387,0.8733177462502583,0.005,0.995,ENSMUST00000001046,ENSMUSG00000001020,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8732575695029653
ENSMUST00000001051_ENSMUSG00000001025,0.3399325779814902,0.5496054390141438,0.2096728610326534,1.2583530467447963,0.8333528583174783,1.8242399013472608,0.86,0.14,ENSMUST00000001051,ENSMUSG00000001025,0.0,4,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3315367452144525
ENSMUST00000001081_ENSMUSG00000001054,0.5585111722759349,0.3357571206825935,-0.2227540515933418,0.8148025314944566,0.5443375966506538,1.13101403034718,0.11,0.89,ENSMUST00000001081,ENSMUSG00000001054,0.0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.29547763229487084
ENSMUST00000001127_ENSMUSG00000001100,0.3320810763812219,0.5485062387912757,0.2164251624100533,1.2658335285503453,0.8811273222839373,1.8589514475582825,0.8775,0.1225,ENSMUST00000001127,ENSMUSG00000001100,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.34008768649883714
ENSMUST00000001242_ENSMUSG00000053329,0.9368844497097976,0.2981446863902927,-0.638739763319504,0.5505427017329408,0.2627320839723894,0.8473540639081267,0.005,0.995,ENSMUST00000001242,ENSMUSG00000053329,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8610736270302645
ENSMUST00000001304_ENSMUSG00000001270,0.9767173662833992,0.3067720595168872,-0.669945306766512,0.5446489643720528,0.2226812817813439,0.887546885373368,0.005,0.995,ENSMUST00000001304,ENSMUSG00000001270,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8766014072516684
ENSMUST00000001347_ENSMUSG00000001313,0.9523421730544293,0.3050403527467278,-0.6473018203077016,0.5528190533204466,0.1783403507100908,0.8371808146846464,0.0125,0.9875,ENSMUST00000001347,ENSMUSG00000001313,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.8551207547450985
ENSMUST00000001384-0_ENSMUSG00000001349,0.9352456080686804,0.2999786345405548,-0.6352669735281253,0.5557838338205592,0.2575160022345952,0.8590322824450131,0.005,0.995,ENSMUST00000001384-0,ENSMUSG00000001349,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.84740422365602
ENSMUST00000001416_ENSMUSG00000001380,0.4035749527934403,0.409114111227805,0.0055391584343643,1.0204744696964487,0.6911575467554599,1.3531795208674815,0.5175,0.4825,ENSMUST00000001416,ENSMUSG00000001380,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029240089374002715
ENSMUST00000001452_ENSMUSG00000001416,7.163408975287036,0.3564727111344553,-6.806936264152573,0.0158335096030885,1.8139460303674933e-08,0.0854570257796811,0.0,1.0,ENSMUST00000001452,ENSMUSG00000001416,0.0,4,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5.980875115867911
ENSMUST00000001485_ENSMUSG00000001445,0.5413549996577202,0.3343817452772458,-0.2069732543804743,0.8273091644895448,0.5267792380140677,1.0898565311150397,0.1075,0.8925,ENSMUST00000001485,ENSMUSG00000001445,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.2735015312404652
ENSMUST00000001513_ENSMUSG00000001473,0.547402084352052,0.3363444329039755,-0.2110576514480762,0.8264955085931867,0.531319484807674,1.1704174560727536,0.1575,0.8425,ENSMUST00000001513,ENSMUSG00000001473,0.0,1,1,1,0,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.27492111535518465
ENSMUST00000001566-0_ENSMUSG00000001525,0.5508778652510633,0.3291729512938566,-0.2217049139572064,0.8173541920798897,0.4952884885123059,1.0879166489933711,0.12,0.88,ENSMUST00000001566-0,ENSMUSG00000001525,1.0,2,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.2909667038789655
ENSMUST00000001595_ENSMUSG00000001555,0.3354549068893293,0.5468896879267805,0.2114347810374512,1.2590451454474212,0.7992935360121171,1.7222460892710545,0.855,0.145,ENSMUST00000001595,ENSMUSG00000001555,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3323300145465241
