,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change,log2_fold_change_mean,color
141,7.453668226058677,0.3611295078775414,-7.092538718181128,0.0070204304214363,7.182573131534184e-09,0.0359049171483134,0.0,1.0,ENSMUST00000087521-0,ENSMUSG00000026036,0.0,2,0,0,1,1,0,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,-7.154224800024621,-7.154224800024621,blue
183,7.722990854451821,0.6658046052247828,-7.057186249227039,0.0070494618091493,1.305078957398766e-07,0.0320312913454104,0.0,1.0,ENSMUST00000126610-0,ENSMUSG00000038900,0.9392265193370166,3,1,1,1,1,0,0,0.0,1,0,5,1,1,0,1,0,0,0,0,5,-7.148271165435683,-7.148271165435683,blue
90,7.5069822415643985,0.3613904624988873,-7.145591779065516,0.0073747374954397,7.981920796529937e-11,0.027464099961743,0.0,1.0,ENSMUST00000030501-0,ENSMUSG00000028729,0.0,1,0,0,1,1,1,9,1.0,2,0,0,0,0,0,1,0,1,8,0,0,-7.083192587268715,-7.083192587268715,blue
136,7.054607371961152,0.362265410947117,-6.692341961014036,0.0074094930277397,3.5166253239840744e-08,0.0322939314650497,0.0,1.0,ENSMUST00000082223-0,ENSMUSG00000058558,0.011437908496732,5,2,2,1,1,0,0,0.8043834494059812,3,0,2,1,2,0,1,0,0,0,0,2,-7.076409450820232,-7.076409450820232,blue
120,7.279711825541442,0.361160412704608,-6.918551412836831,0.0074158148227962,2.4453104402065623e-08,0.0354383382604631,0.0,1.0,ENSMUST00000054908-0,ENSMUSG00000022024,0.0,2,3,3,1,1,0,0,1.0,2,0,0,0,3,0,1,0,0,0,0,0,-7.075179065182068,-7.075179065182068,blue
225,7.316751186991207,0.3677286926070841,-6.949022494384135,0.0075008942918196,7.270269046324146e-07,0.0375730456944942,0.0,1.0,ENSMUST00000177005-0,ENSMUSG00000001418,0.0,1,1,1,1,1,1,5,0.0,1,0,1,0,1,0,1,0,1,4,0,1,-7.058721673925714,-7.058721673925714,blue
83,7.624588822463355,0.5059534698657209,-7.118635352597635,0.0075329545052451,3.008764454756836e-08,0.0368573131248762,0.0,1.0,ENSMUST00000028222-0,ENSMUSG00000026864,0.0061728395061728,4,1,1,1,1,0,0,0.0,1,0,0,1,1,0,1,0,0,0,0,0,-7.052568468361583,-7.052568468361583,blue
139,7.595311105611443,0.3655158890658725,-7.229795216545577,0.0076061115283839,7.049328308467539e-09,0.0369614513510013,0.0,1.0,ENSMUST00000086294,ENSMUSG00000004455,0.0053964300539643,4,1,1,1,2,0,0,1.0,3,0,1,1,1,0,1,1,0,0,0,1,-7.038625191306689,-7.038625191306689,blue
66,7.162907452858326,0.3590473046344103,-6.803860148223912,0.0076965359114652,1.501971639896241e-07,0.0354316201984514,0.0,1.0,ENSMUST00000022573-0,ENSMUSG00000021996,0.0,4,0,0,2,2,0,1,0.0,1,0,0,0,0,0,2,0,0,1,0,0,-7.0215750268879376,-7.0215750268879376,blue
67,7.162907452858326,0.3590473046344103,-6.803860148223912,0.0076965359114652,1.501971639896241e-07,0.0354316201984514,0.0,1.0,ENSMUST00000022573-0,ENSMUSG00000021996,0.0,4,0,0,2,2,0,1,0.0,1,0,0,0,0,0,2,0,0,1,0,0,-7.0215750268879376,-7.0215750268879376,blue
31,7.121548175020931,0.3626033852093258,-6.758944789811604,0.0079820324830405,6.123892740113459e-08,0.045491123452892,0.0,1.0,5e78733d-08ca-4d4c-97e0-e74c68cda03f-0,ENSMUSG00000030683,0.8645276292335116,4,0,0,1,1,0,0,0.0,1,0,0,2,0,0,1,0,0,0,0,0,-6.969028134724693,-6.969028134724693,blue
148,7.441684225108965,0.3646849111021138,-7.076999314006847,0.0081077664415126,1.5687377605996743e-08,0.0356594424113754,0.0,1.0,ENSMUST00000093801-0,ENSMUSG00000032369,0.0,2,0,0,1,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,-6.946479754629445,-6.946479754629445,blue
144,7.050032864226303,0.3577247227404085,-6.692308141485889,0.0081189375645629,1.9722756426656485e-07,0.0467730156866576,0.0,1.0,ENSMUST00000089558-0,ENSMUSG00000057278,0.4677419354838709,3,0,0,1,1,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,-6.944493334421628,-6.944493334421628,blue
210,7.696111885933148,0.6863209144992892,-7.009790971433864,0.008130663282479,1.7347335689730907e-09,0.0488538044098637,0.0,1.0,ENSMUST00000160027-0,ENSMUSG00000060073,0.8409090909090909,4,2,2,1,1,0,9,0.0,1,0,2,2,2,0,1,0,0,9,0,2,-6.942411235521616,-6.942411235521616,blue
100,7.532758957740704,0.5663154026120857,-6.966443555128624,0.0081459454889204,1.1866478548478274e-07,0.0360659750163199,0.0,1.0,ENSMUST00000034276,ENSMUSG00000031818,0.0,4,0,0,1,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,-6.939702124522495,-6.939702124522495,blue
65,7.09431260077007,0.3515624479206649,-6.742750152849405,0.0082203054342814,2.56530637574056e-08,0.0409522537684919,0.0,1.0,ENSMUST00000022380-0,ENSMUSG00000021832,0.2095588235294117,3,0,0,1,1,0,0,1.0,2,0,0,1,0,0,1,0,0,0,0,0,-6.926592284874763,-6.926592284874763,blue
278,6.997225871281964,0.3597858504706124,-6.637440020811349,0.0084210216396505,5.966258728453461e-08,0.0470248348374482,0.0,1.0,cb4b194f-a368-403c-8943-6e1d9e4228ae-0,ENSMUSG00000058454,0.0,4,1,1,1,1,0,3,0.0,1,0,0,0,1,0,1,0,0,3,0,0,-6.891789012766381,-6.891789012766381,blue
219,7.336026781664825,0.3676030523893135,-6.968423729275509,0.0084288419394158,4.5403722604375734e-08,0.0333381789204679,0.0,1.0,ENSMUST00000173867-0,ENSMUSG00000007739,0.0,5,0,0,1,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,-6.8904498555148335,-6.8904498555148335,blue
230,7.302162092931331,0.3589931055605111,-6.943168987370816,0.0084324182311795,7.122612304688158e-08,0.0435601099218221,0.0,1.0,ENSMUST00000190279-0,ENSMUSG00000035048,0.0,5,0,0,1,1,0,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,-6.8898378611066535,-6.8898378611066535,blue
119,7.098274547938837,0.3581391132984607,-6.740135434640368,0.0084369777383079,2.069673825317956e-07,0.0542714840743456,0.0,1.0,ENSMUST00000054680-0,ENSMUSG00000044876,0.0044945800652154,3,0,1,1,1,1,3,1.0,2,0,0,1,0,1,1,0,1,2,0,0,-6.889057989853988,-6.889057989853988,blue
133,7.236561292456889,0.3549709884693602,-6.881590303987516,0.0085736901877838,1.1678878439114405e-07,0.0400474661397271,0.0,1.0,ENSMUST00000076949-0,ENSMUSG00000064037,0.0,2,0,0,1,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,-6.865867998673915,-6.865867998673915,blue
160,8.352960244878478,1.6884386651062515,-6.664521579772225,0.0087561530973022,3.646278461068346e-07,0.0415608428138735,0.0,1.0,ENSMUST00000108430-0,ENSMUSG00000040952,0.0640878919661249,6,2,3,1,3,0,0,1.0,2,0,1,2,2,1,1,2,0,0,0,1,-6.8354871050646855,-6.8354871050646855,blue
164,7.166576430518433,0.3625124468767081,-6.804063983641736,0.0087992726598195,7.999524678378309e-08,0.0405960283719666,0.0,1.0,ENSMUST00000109232-0,ENSMUSG00000020397,1.0,2,1,1,1,1,0,0,0.0,1,0,0,1,1,0,1,0,0,0,0,0,-6.828400007893812,-6.828400007893812,blue
62,7.184187498587319,0.3633251811805602,-6.820862317406766,0.0088459790322115,2.602435185826278e-07,0.0477558753435104,0.0,1.0,ENSMUST00000021285-0,ENSMUSG00000020903,0.0,2,2,2,1,1,0,0,1.0,2,0,0,0,2,0,1,0,0,0,0,0,-6.820762462068336,-6.820762462068336,blue
252,7.432386813232987,0.36546196835577,-7.06692484487721,0.0090674422494537,3.2395783722697915e-08,0.0448066190508921,0.0,1.0,ENSMUST00000229183-0,ENSMUSG00000003970,1.0,3,0,0,1,1,0,0,1.0,2,0,0,2,0,0,1,0,0,0,0,0,-6.785088632963039,-6.785088632963039,blue
259,7.717182042870608,0.3646384174098878,-7.352543625460717,0.0093472250526607,6.182858283754534e-09,0.0402841076059007,0.0,1.0,a2d726a2-1566-41b2-9e7d-b9c0809c9573-0,5:31596000,0.0,1,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-6.741246154630719,-6.741246154630719,blue
138,7.005444446246168,0.3527933699242879,-6.652651076321877,0.0101133056568494,5.659407434391078e-08,0.0444279864818693,0.0,1.0,ENSMUST00000085679-0,ENSMUSG00000029622,0.0,5,1,1,1,1,0,0,1.0,2,0,0,0,1,0,1,0,0,0,0,0,-6.627601553043507,-6.627601553043507,blue
177,6.567183376714617,0.6050445087107884,-5.962138868003825,0.0106782902989833,2.069223947722952e-06,0.0408264032470706,0.0,1.0,ENSMUST00000119379,ENSMUSG00000002416,0.0,2,0,0,1,2,0,4,1.0,2,0,0,0,0,0,1,1,0,4,0,0,-6.549175514156514,-6.549175514156514,blue
57,7.222339159556409,0.356812132865431,-6.865527026690975,0.0107443585669406,7.668508966711877e-10,0.0637390440281804,0.0,1.0,ENSMUST00000019026-0,ENSMUSG00000018882,0.0,1,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-6.540276832641047,-6.540276832641047,blue
98,7.123843260296849,0.3603076231319493,-6.763535637164898,0.0111066717932017,5.626579863809919e-08,0.054890784464903,0.0,1.0,ENSMUST00000034058-0,ENSMUSG00000031641,0.0,1,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-6.49242962388381,-6.49242962388381,blue
182,6.906577495967384,0.5829568628534498,-6.323620633113936,0.0111368043460983,4.6618410142064564e-08,0.0464529568970811,0.0,1.0,ENSMUST00000125366-0,ENSMUSG00000019188,1.0,2,3,4,1,1,0,0,1.0,2,0,0,1,3,1,1,0,0,0,0,0,-6.488520872306195,-6.488520872306195,blue
93,6.880760819583373,0.3567271451441151,-6.524033674439261,0.0118438708413705,4.125757009307199e-08,0.0527671759670407,0.0,1.0,ENSMUST00000031038,ENSMUSG00000029152,0.072072072072072,5,0,0,1,1,0,9,1.0,2,0,0,1,0,0,1,0,0,9,0,0,-6.3997155267986185,-6.3997155267986185,blue
116,6.656538501002838,0.359647318712223,-6.296891182290619,0.0120476644165319,9.814735583256985e-08,0.0651061579028888,0.0,1.0,ENSMUST00000049294-0,ENSMUSG00000040824,0.0,1,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-6.375102699857094,-6.375102699857094,blue
15,6.297808866195752,0.4765314105237377,-5.82127745567202,0.0131958158740407,4.0100412364553893e-07,0.0565258878727791,0.0,1.0,2f8891bb-8aa9-49e7-ae63-6fbc24d702de-0,ENSMUSG00000062647,0.0285714285714285,5,1,1,1,1,0,0,1.0,2,0,1,1,1,0,1,0,0,0,0,1,-6.243775637060974,-6.243775637060974,blue
54,6.994009161104463,0.3553168799408079,-6.638692281163656,0.0135232890986652,1.013847471474152e-07,0.0761261539625676,0.0,1.0,ENSMUST00000008016-0,ENSMUSG00000007872,1.0,2,0,0,1,1,0,0,1.0,2,0,0,1,0,0,1,0,0,0,0,0,-6.208410106998334,-6.208410106998334,blue
12,7.020809136146247,0.3600445208758339,-6.660764615270413,0.0138398541144755,4.276537632608249e-09,0.0769393429137486,0.0,1.0,24fa1384-b827-4a60-a13e-9709e12615f1-0,ENSMUSG00000022037,0.1466571666072913,7,0,0,1,1,0,0,0.0,1,0,0,3,0,0,1,0,0,0,0,0,-6.175027454128989,-6.175027454128989,blue
129,6.677641299374877,0.7183117063103124,-5.959329593064568,0.0141430113720042,9.52484639190504e-08,0.055963405650265,0.0,1.0,ENSMUST00000070850,ENSMUSG00000056612,0.0,5,1,1,1,1,1,1,1.0,2,0,0,0,1,0,1,0,1,0,0,0,-6.143766854004861,-6.143766854004861,blue
107,8.763157664056024,2.350076784657496,-6.413080879398523,0.0141562515822838,9.530029164164289e-08,0.0803679467266698,0.0,1.0,ENSMUST00000040888-0,ENSMUSG00000042747,0.0,1,2,2,1,1,0,4,1.0,2,0,0,0,2,0,1,0,0,4,0,0,-6.142416883361786,-6.142416883361786,blue
142,7.172324427596797,0.3615970622408131,-6.81072736535598,0.0146338020607894,2.3907902400054313e-08,0.0871214688565475,0.0,1.0,ENSMUST00000088552,ENSMUSG00000067818,0.0,2,1,1,1,1,0,0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,-6.094551539804977,-6.094551539804977,blue
63,6.33190317787062,0.4828065909832925,-5.849096586887332,0.0147023442906093,5.968029554450368e-08,0.0655753760155418,0.0,1.0,ENSMUST00000021514-0,ENSMUSG00000021096,0.0,1,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-6.087809978469258,-6.087809978469258,blue
233,6.487088387126857,0.4855864024638013,-6.001501984663052,0.015067483891974,1.2289652274254153e-06,0.0786319652067482,0.0,1.0,ENSMUST00000197859-0,ENSMUSG00000078578,1.0,5,0,1,1,1,0,0,0.1406685236768802,3,0,0,4,0,1,1,0,0,0,0,0,-6.052417667307345,-6.052417667307345,blue
82,7.135541873511222,0.3567118729407399,-6.778830000570475,0.0162246503577015,6.782792125509466e-08,0.0745648481375996,0.0,1.0,ENSMUST00000027401-0,ENSMUSG00000026201,0.0108352144469525,5,0,1,1,2,1,3,0.0,1,0,1,1,0,1,1,1,1,2,0,1,-5.945668801389775,-5.945668801389775,blue
158,7.107182588686367,0.3549636140192881,-6.752218974667079,0.017159012218615,1.6575822770896622e-08,0.0702182382681122,0.0,1.0,ENSMUST00000106393,ENSMUSG00000006395,0.0,3,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-5.8648896852078245,-5.8648896852078245,blue
51,6.03835868564661,0.5862818446357385,-5.45207684101087,0.0181453192758748,6.563114127829193e-07,0.0722913395543681,0.0,1.0,ENSMUST00000003284-0,ENSMUSG00000003184,0.0037624294544477,5,0,0,1,2,0,0,0.0,1,0,4,1,0,0,1,1,0,0,0,4,-5.78425874780075,-5.78425874780075,blue
103,6.694319183042867,0.3578030935510475,-6.336516089491813,0.0198424822146557,7.918578221498815e-08,0.1180226851001039,0.0,1.0,ENSMUST00000035105-0,ENSMUSG00000032518,0.0127826941986234,5,1,1,1,1,0,0,1.0,2,0,0,1,1,0,1,0,0,0,0,0,-5.655263677418103,-5.655263677418103,blue
216,6.258955006538969,1.2402228640242696,-5.018732142514698,0.0211330298944485,1.2696744829867417e-05,0.0818022223814952,0.0,1.0,ENSMUST00000168166-0,ENSMUSG00000007656,0.0,3,0,0,2,2,1,4,0.0,2,0,0,0,0,0,2,0,1,3,0,0,-5.564356564938007,-5.564356564938007,blue
215,6.258955006538969,1.2402228640242696,-5.018732142514698,0.0211330298944485,1.2696744829867417e-05,0.0818022223814952,0.0,1.0,ENSMUST00000168166-0,ENSMUSG00000007656,0.0,3,0,0,2,2,1,4,0.0,2,0,0,0,0,0,2,0,1,3,0,0,-5.564356564938007,-5.564356564938007,blue
117,5.869624290759378,0.5011914121207155,-5.368432878638656,0.021964645335247,8.508960739852375e-06,0.1193051640635591,0.0,1.0,ENSMUST00000049323,ENSMUSG00000042660,0.0,1,0,0,1,1,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,1,-5.508672985459521,-5.508672985459521,blue
167,5.678102560841305,0.6094072117787562,-5.068695349062554,0.0244804225987983,2.3595538991288354e-06,0.095082921962547,0.0,1.0,ENSMUST00000110000,ENSMUSG00000002728,0.0,5,0,0,1,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,-5.352227726681734,-5.352227726681734,blue
151,5.306652157339183,0.7737998608846501,-4.53285229645453,0.0256188646436399,4.293294368987812e-06,0.1084146045536122,0.0,1.0,ENSMUST00000102776,ENSMUSG00000020376,0.0,1,2,2,1,1,1,10,0.0,3,0,0,0,2,0,1,0,1,9,0,0,-5.286649648883807,-5.286649648883807,blue
131,5.480537650713736,0.823044601882382,-4.657493048831354,0.0281862696396007,1.3352189227791998e-05,0.1110068946480271,0.0,1.0,ENSMUST00000073521-0,ENSMUSG00000031767,1.0,2,0,1,1,2,0,4,1.0,2,0,0,1,0,1,1,1,0,4,0,0,-5.148863635192501,-5.148863635192501,blue
3,5.417225673837265,0.7745675433136376,-4.642658130523631,0.0309820701788477,1.529524827854037e-05,0.1262207941752777,0.0,1.0,0b411a11-d1bd-490c-8d5f-7f1a61f49c35-0,ENSMUSG00000096768,1.0,4,0,0,1,1,0,0,0.0,1,2,2,3,0,0,1,0,0,0,2,0,-5.012422643549966,-5.012422643549966,blue
80,5.639756379700863,1.1570783048724271,-4.482678074828436,0.0330945009162716,8.638740750564772e-06,0.1252510317311867,0.0,1.0,ENSMUST00000026128-0,ENSMUSG00000025135,0.0,2,0,0,1,1,0,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,-4.917264675458706,-4.917264675458706,blue
247,7.7725339871398385,3.140578453016529,-4.631955534123307,0.0347219028849233,3.1794145489759855e-05,0.1661972147632534,0.0,1.0,ENSMUST00000223999,ENSMUSG00000025290,0.2808988764044944,6,4,4,1,2,0,7,0.0,2,0,3,2,4,0,1,1,0,7,0,3,-4.848010174958485,-4.848010174958485,blue
30,5.1517519834556325,0.6128731686002528,-4.53887881485537,0.0354959188053998,1.3756580805555726e-05,0.1318690989617273,0.0,1.0,59c008de-ecb1-458a-82bf-689888d22c87-1,ENSMUSG00000032966,0.0379227878373761,6,1,1,1,1,0,0,1.0,2,0,0,1,1,0,1,0,0,0,0,0,-4.816203031571029,-4.816203031571029,blue
205,5.543321578722741,1.2666530677668368,-4.276668510955906,0.0470402706908511,3.7864959731564615e-05,0.1933738444387336,0.0,1.0,ENSMUST00000152147-0,ENSMUSG00000073155,0.7948717948717948,3,0,0,1,1,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,-4.409959827661143,-4.409959827661143,blue
108,5.268064099371631,1.276634627038164,-3.991429472333468,0.0485346759297932,5.2022191699025575e-05,0.1890827194662196,0.0,1.0,ENSMUST00000042334-0,ENSMUSG00000037805,0.1561338289962825,9,1,1,1,1,0,0,0.0,1,0,0,3,1,0,1,0,0,0,0,0,-4.364840330790378,-4.364840330790378,blue
238,4.746389955428466,0.849607464494146,-3.8967824909343234,0.0487426629938371,1.002512322512957e-05,0.1981311085470135,0.0,1.0,ENSMUST00000207161,ENSMUSG00000100153,0.0,1,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-4.358671116738657,-4.358671116738657,blue
132,4.326978759102753,0.4798556606671277,-3.847123098435628,0.0505772900649445,0.0003389541413045,0.1874317920323189,0.0,1.0,ENSMUST00000075895,ENSMUSG00000003464,0.0,1,0,0,1,1,0,8,1.0,2,0,0,0,0,0,1,0,0,8,0,0,-4.305366450413005,-4.305366450413005,blue
236,4.424036899822169,0.815099921626807,-3.6089369781953673,0.0607922282598522,0.0001436130727284,0.2243845323504137,0.0,1.0,ENSMUST00000204293-0,ENSMUSG00000036371,0.0951008645533141,5,0,0,1,1,2,5,0.0,1,0,0,3,0,0,1,0,2,3,0,0,-4.03996928991561,-4.03996928991561,blue
115,3.476850195575975,0.4443078314473451,-3.032542364128631,0.0863499443200832,0.0014459964040519,0.2745994859652752,0.0,1.0,ENSMUST00000048915-0,ENSMUSG00000038374,0.0,1,0,0,1,1,1,5,0.0,2,0,0,0,0,0,1,0,1,4,0,0,-3.533660942294593,-3.533660942294593,blue
137,3.520754947674761,0.6066031884095697,-2.9141517592651924,0.091902734270947,0.0002636010674036,0.2730978575003348,0.0,1.0,ENSMUST00000084097-0,ENSMUSG00000065990,1.0,3,0,0,1,1,0,0,1.0,2,0,0,2,0,0,1,0,0,0,0,0,-3.4437484048604814,-3.4437484048604814,blue
240,3.1157020137900293,0.6940594944201262,-2.4216425193699065,0.1367312562966951,0.0012544813780392,0.3745720528658289,0.0,1.0,ENSMUST00000213770,ENSMUSG00000035443,0.0,3,1,1,1,2,0,0,0.9971489665003564,3,0,0,0,1,0,1,1,0,0,0,0,-2.8705850190995092,-2.8705850190995092,blue
55,2.8912526318721574,0.5836630741491693,-2.307589557722988,0.1416634362602386,0.005495479840918,0.428506835757309,0.0,1.0,ENSMUST00000008517-0,ENSMUSG00000008373,0.0,2,0,0,2,2,0,0,1.0,2,0,0,0,0,0,2,0,0,0,0,0,-2.81946065231915,-2.81946065231915,blue
56,2.8912526318721574,0.5836630741491693,-2.307589557722988,0.1416634362602386,0.005495479840918,0.428506835757309,0.0,1.0,ENSMUST00000008517-0,ENSMUSG00000008373,0.0,2,0,0,2,2,0,0,1.0,2,0,0,0,0,0,2,0,0,0,0,0,-2.81946065231915,-2.81946065231915,blue
150,7.440130772081668,4.586712749210208,-2.8534180228714643,0.1431159333037104,6.395342013025284e-05,0.5419637373019004,0.0225,0.9775,ENSMUST00000102604,ENSMUSG00000028792,0.0,2,0,0,1,1,0,0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,-2.8047437965571063,-2.8047437965571063,blue
237,2.9005711941648413,0.8198614514126773,-2.080709742752163,0.1825558079477132,0.0035199623187453,0.5016656440082977,0.0,1.0,ENSMUST00000206194,ENSMUSG00000033429,1.0,3,0,0,1,1,0,0,0.0,1,0,0,2,0,0,1,0,0,0,0,0,-2.453590526557878,-2.453590526557878,blue
244,2.7747933897521246,1.306578659098005,-1.4682147306541171,0.308488042305283,0.0174716611777276,0.7227270255036977,0.0125,0.9875,ENSMUST00000222022-0,ENSMUSG00000021241,0.5405405405405406,5,0,0,1,1,0,2,1.0,2,0,0,2,0,0,1,0,0,2,0,0,-1.6967135265538822,-1.6967135265538822,blue
140,6.107460593722813,4.747127086635243,-1.3603335070875655,0.5238777151295274,0.0042255355280003,2.009141819853686,0.1325,0.8675,ENSMUST00000086535-0,ENSMUSG00000073702,0.0,2,0,0,1,1,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,1,-0.9326980013780364,-0.9326980013780364,grey
170,0.984337613396554,0.3087750909107739,-0.6755625224857796,0.537590471688787,0.164686074586976,0.8401979874341806,0.01,0.99,ENSMUST00000111594-0,ENSMUSG00000026698,1.0,2,0,0,1,1,0,0,0.0,2,0,1,1,0,0,1,0,0,0,0,1,-0.8954205270258156,-0.8954205270258156,blue
189,0.9793963886105876,0.3089632383625174,-0.67043315024807,0.5406139542917954,0.2606146943216946,0.9302562418582158,0.0025,0.9975,ENSMUST00000135454-0,ENSMUSG00000028608,0.0,3,0,1,1,1,1,1,1.0,2,0,0,0,0,1,1,0,1,0,0,0,-0.8873293437847326,-0.8873293437847326,blue
96,0.9618476164583356,0.3048578531867623,-0.6569897632715734,0.5468111773790906,0.2313231758223309,0.8556811962232216,0.0075,0.9925,ENSMUST00000033182,ENSMUSG00000030890,0.0,4,1,1,1,1,0,0,1.0,2,0,0,0,1,0,1,0,0,0,0,0,-0.8708853614814808,-0.8708853614814808,blue
4,0.9565335990602224,0.3062039905361523,-0.6503296085240716,0.548156524037122,0.29189390065345,0.9216868253722432,0.005,0.995,0fd56850-3eaf-444f-8ec3-ad92f55571ca-0,ENSMUSG00000051154,0.0067567567567567,4,0,0,1,2,2,8,1.0,3,0,3,1,0,0,1,1,2,6,0,3,-0.8673401867224605,-0.8673401867224605,blue
211,0.9534165481857048,0.3037519256557117,-0.6496646225299934,0.5488501592952719,0.2633492703373285,0.8805995299394496,0.0075,0.9925,ENSMUST00000160708-0,ENSMUSG00000004626,0.0,7,0,0,1,1,1,2,0.0,1,0,0,0,0,0,1,0,1,1,0,0,-0.8655157597692179,-0.8655157597692179,blue
