,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change,log2_fold_change_mean,color
1736,0.4667618240240982,0.87659508228947,0.4098332582653715,1.57011282334583,0.7616064804067966,2.572576711606071,0.945,0.055,ENSMUST00000136026-0,ENSMUSG00000003824,0.0,2,1,1,0,0,0,0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0.6508682303483213,0.6508682303483213,grey
1653,0.5896895483521675,0.985744460329692,0.3960549119775236,1.570431634809354,0.7854348265521234,2.760646443462887,0.9125,0.0875,ENSMUST00000119991-0,ENSMUSG00000024378,0.0,2,1,2,0,0,0,0,1.0,2,0,0,0,1,1,0,0,0,0,0,0,0.651161139890035,0.651161139890035,grey
1434,0.5981295449951973,0.9992087072084768,0.4010791622132796,1.576366152512527,0.6852165883067032,2.673766703308813,0.9225,0.0775,ENSMUST00000097526,ENSMUSG00000050565,1.0,2,1,1,0,2,0,0,0.0583950694141816,3,0,0,1,1,0,0,2,0,0,0,0,0.6566026775986784,0.6566026775986784,grey
1666,0.4604771788421352,0.8821297409074164,0.4216525620652817,1.592066882349535,0.717345186308418,2.547616459779837,0.9625,0.0375,ENSMUST00000122424,ENSMUSG00000033557,1.0,2,1,1,0,1,0,0,1.0,2,0,0,1,1,0,0,1,0,0,0,0,0.6709009444287919,0.6709009444287919,grey
1578,0.4637844908120466,0.8902815417226875,0.4264970509106395,1.5964718475205693,0.9100667313659836,2.557916251796925,0.9625,0.0375,ENSMUST00000111132,ENSMUSG00000068686,0.0,1,1,3,0,0,0,0,1.0,3,0,0,0,1,2,0,0,0,0,0,0,0.6748871123814977,0.6748871123814977,grey
481,0.4643956179877723,0.8877084182776802,0.4233128002899075,1.6008177068464864,0.7701973670098464,2.588066094698851,0.935,0.065,ENSMUST00000007559,ENSMUSG00000007415,0.5912693340150837,4,1,1,0,3,0,0,0.1718830832902224,4,0,0,1,1,0,0,3,0,0,0,0,0.6788090302762904,0.6788090302762904,grey
421,0.4656643564060841,0.8860789769657726,0.4204146205596876,1.609033679888919,0.8809355375478878,3.0569174753428032,0.9325,0.0675,ENSMUST00000002029-0,ENSMUSG00000001964,1.0,2,2,2,0,0,0,0,0.0,2,0,0,1,2,0,0,0,0,0,0,0,0.6861945245077128,0.6861945245077128,grey
422,0.4656643564060841,0.8860789769657726,0.4204146205596876,1.609033679888919,0.8809355375478878,3.0569174753428032,0.9325,0.0675,ENSMUST00000002029-0,ENSMUSG00000001964,1.0,2,2,2,0,0,0,0,0.0,2,0,0,1,2,0,0,0,0,0,0,0,0.6861945245077128,0.6861945245077128,grey
1526,0.4692444378779688,0.8977942265948654,0.4285497887168955,1.6102049337331863,0.879090154560914,2.7564051089543247,0.9475,0.0525,ENSMUST00000108116,ENSMUSG00000001247,0.0029801584189475,5,1,1,0,0,0,9,0.0,2,0,0,1,1,0,0,0,0,9,0,0,0.6872443144674599,0.6872443144674599,grey
266,0.4646220242811645,0.9189219497045746,0.4542999254234098,1.648860105397479,0.8826784448649175,2.8462423440437874,0.95,0.05,6ab0b042-076f-4d6b-abe2-4186c710d5b9-0,ENSMUSG00000030960,0.1156462585034013,3,2,3,0,2,0,0,1.0,2,0,0,1,2,1,0,2,0,0,0,0,0.721469001073249,0.721469001073249,grey
265,0.4646220242811645,0.9189219497045746,0.4542999254234098,1.648860105397479,0.8826784448649175,2.8462423440437874,0.95,0.05,6ab0b042-076f-4d6b-abe2-4186c710d5b9-0,ENSMUSG00000030960,0.1156462585034013,3,2,3,0,2,0,0,1.0,2,0,0,1,2,1,0,2,0,0,0,0,0.721469001073249,0.721469001073249,grey
619,0.4477170241461784,0.9114520442864608,0.4637350201402819,1.6615228693601003,0.8390783681122316,2.697447052966879,0.9775,0.0225,ENSMUST00000021843,ENSMUSG00000046949,0.2006269592476489,3,3,3,0,0,0,0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,0.7325061505594906,0.7325061505594906,grey
618,0.4477170241461784,0.9114520442864608,0.4637350201402819,1.6615228693601003,0.8390783681122316,2.697447052966879,0.9775,0.0225,ENSMUST00000021843,ENSMUSG00000046949,0.2006269592476489,3,3,3,0,0,0,0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,0.7325061505594906,0.7325061505594906,grey
