,beta_a_mean,beta_b_mean,difference_mean,fold_change_mean,fold_change_hdi_low,fold_change_hdi_high,p_diff_greater_than_zero,p_diff_less_than_zero,transcript_id,gene_id,ap,apt,ce,cet,a5,a5t,a3,a3t,ae,aet,i,it,promoter_group,ceI,ceE,a5I,a5E,a3I,a3E,iI,iE,log2_fold_change_mean,color
1969,0.5556374995744162,0.3311442643716106,-0.2244932352028052,0.8115304447412522,0.5212116650443542,1.064750720210777,0.095,0.905,ENSMUST00000022030-0,ENSMUSG00000021548,1.0,2,2,2,0,0,0,5,0.0,1,0,0,1,2,0,0,0,0,5,0,0,-0.3012828760804313,grey
1970,0.5556374995744162,0.3311442643716106,-0.2244932352028052,0.8115304447412522,0.5212116650443542,1.064750720210777,0.095,0.905,ENSMUST00000022030-0,ENSMUSG00000021548,1.0,2,2,2,0,0,0,5,0.0,1,0,0,1,2,0,0,0,0,5,0,0,-0.3012828760804313,grey
1971,0.5556374995744162,0.3311442643716106,-0.2244932352028052,0.8115304447412522,0.5212116650443542,1.064750720210777,0.095,0.905,ENSMUST00000022030-0,ENSMUSG00000021548,1.0,2,2,2,0,0,0,5,0.0,1,0,0,1,2,0,0,0,0,5,0,0,-0.3012828760804313,grey
2769,0.5602495008184056,0.336465775788441,-0.2237837250299647,0.8131906438959199,0.5318037029874213,1.082545128136255,0.0925,0.9075,ENSMUST00000057373-0,ENSMUSG00000077450,1.0,2,0,0,0,1,0,4,0.0,1,0,0,1,0,0,0,1,0,4,0,0,-0.29833447842902616,grey
2770,0.5602495008184056,0.336465775788441,-0.2237837250299647,0.8131906438959199,0.5318037029874213,1.082545128136255,0.0925,0.9075,ENSMUST00000057373-0,ENSMUSG00000077450,1.0,2,0,0,0,1,0,4,0.0,1,0,0,1,0,0,0,1,0,4,0,0,-0.29833447842902616,grey
2771,0.5602495008184056,0.336465775788441,-0.2237837250299647,0.8131906438959199,0.5318037029874213,1.082545128136255,0.0925,0.9075,ENSMUST00000057373-0,ENSMUSG00000077450,1.0,2,0,0,0,1,0,4,0.0,1,0,0,1,0,0,0,1,0,4,0,0,-0.29833447842902616,grey
2768,0.5602495008184056,0.336465775788441,-0.2237837250299647,0.8131906438959199,0.5318037029874213,1.082545128136255,0.0925,0.9075,ENSMUST00000057373-0,ENSMUSG00000077450,1.0,2,0,0,0,1,0,4,0.0,1,0,0,1,0,0,0,1,0,4,0,0,-0.29833447842902616,grey
1206,0.559326636297297,0.335377499624337,-0.2239491366729594,0.8139650885512222,0.5258538851289549,1.110061273037447,0.125,0.875,7f02db8a-034d-4f5c-8056-b38acd07e3cb-0,ENSMUSG00000003380,0.2201138519924098,3,0,0,0,0,0,1,1.0,2,0,2,1,0,0,0,0,0,1,0,2,-0.2969611771208189,grey
3384,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
3385,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
3391,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
3390,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
3389,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
3388,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
3387,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
3386,0.5605873867985195,0.3335100871661831,-0.2270772996323368,0.814129524912831,0.4585610843469949,1.1011070828876324,0.1275,0.8725,ENSMUST00000102503-0,ENSMUSG00000028741,0.0891355533131517,6,0,0,0,1,0,8,1.0,2,0,0,2,0,0,0,1,0,8,0,0,-0.29666975483825664,grey
