Event Type,Percentage,Count
Alternative Last Exon,34.13654618473896,170
Alternative Exon,43.97590361445783,219
Alternative 3′ End,12.048192771084338,60
Intron Retention,0.4016064257028112,2
Alternative 5′ End,9.437751004016064,47
