Event Type,Percentage,Count
Alternative Last Exon,31.346035648432697,510
Alternative Exon,45.298094652735095,737
Alternative 3′ End,11.985248924400738,195
Intron Retention,2.3355869698832206,38
Alternative 5′ End,9.035033804548249,147
