Event Type,Percentage,Count
Alternative Last Exon,72.08121827411168,142
Alternative Exon,14.213197969543149,28
Alternative 3′ End,7.614213197969544,15
Intron Retention,0.5076142131979695,1
Alternative 5′ End,5.583756345177665,11
